dataset,split,image_id,width,height,aspect_ratio,n_boxes,is_positive
crop_clahe_2class,train,074299330d1c1adedf9728812efdda0a,521,1464,0.3558743169398907,0,False
crop_clahe_2class,train,07b7e44dbce5dfef79947f2c8bb18a55,667,1531,0.4356629653821032,0,False
crop_clahe_2class,train,07e191bc54c3378f9fdf23ddecc47420,666,1838,0.36235038084874865,2,True
crop_clahe_2class,train,07f468d6fff5b3e3b512e4b95cf0cdda,651,1374,0.4737991266375546,1,True
crop_clahe_2class,train,07f5863348560d0507bba86c8bba0586,643,1947,0.3302516692347201,2,True
crop_clahe_2class,train,080220733f46127184e6e0158d66c2e3,501,1183,0.4234995773457312,1,True
crop_clahe_2class,train,0806729f6ebeb658662051e8bdcfab3c,636,1577,0.4032974001268231,1,True
crop_clahe_2class,train,082589f97e67c79a6f4740933d7cc13f,614,1686,0.3641755634638197,0,False
crop_clahe_2class,train,08490d6ee0e276c8a4daaf106d9a01e0,445,1374,0.32387190684133915,0,False
crop_clahe_2class,train,08502b90fb4d5e049f9024f155491fac,457,1376,0.3321220930232558,0,False
crop_clahe_2class,train,0860f56cde9bd39dde73f2225c5f5023,618,1636,0.37775061124694376,0,False
crop_clahe_2class,train,08a64894ac411114c25dd709e2bcc471,459,1248,0.36778846153846156,3,True
crop_clahe_2class,train,08c4c93e7f0ad35319f072365533892c,708,1575,0.44952380952380955,0,False
crop_clahe_2class,train,0939019fd916e0748e07d9546cd8bdf5,568,1245,0.4562248995983936,1,True
crop_clahe_2class,train,094ead537f6ed7a208bde7b1dd43ffa3,732,1688,0.43364928909952605,0,False
crop_clahe_2class,train,0973fb7038cadd96651459fa64e00536,665,1909,0.34834992142482973,0,False
crop_clahe_2class,train,0974ba6d4ca858d8cb1f0e08b320370e,573,1759,0.32575326890278566,0,False
crop_clahe_2class,train,098e9dc16de1f8a417578b2e843998f6,615,1496,0.41109625668449196,0,False
crop_clahe_2class,train,09c469e3ea3fcac9657ec1555f423e9b,471,2048,0.22998046875,0,False
crop_clahe_2class,train,09d71ae86ca0383de5dcbcc40fa421ce,523,1351,0.38712065136935603,1,True
crop_clahe_2class,train,09db82a9247c417ef0edfb7a09843db1,746,1955,0.38158567774936064,0,False
crop_clahe_2class,train,0a28271851202922e06873263cf7439b,431,1220,0.35327868852459016,0,False
crop_clahe_2class,train,0ab3069be9e0d01033c2614359ed52c9,562,1434,0.39191073919107394,0,False
crop_clahe_2class,train,0abdf3f3255cb44a2a15908a811fe6e3,740,1523,0.48588312541037426,1,True
crop_clahe_2class,train,0ac950834b6f143b8fc1b3a1b2102faa,558,1363,0.40939104915627295,0,False
crop_clahe_2class,train,0adc8a85d70d053c80a88bb97d108e44,742,1949,0.3807080554130323,1,True
crop_clahe_2class,train,0b269443b8ac83a3a6de8422df002229,590,1420,0.4154929577464789,0,False
crop_clahe_2class,train,0b5573dd1cf124f90103d00f866c7e49,467,1303,0.35840368380660015,0,False
crop_clahe_2class,train,0bac94530476031873566b909b8f1161,382,1455,0.2625429553264605,1,True
crop_clahe_2class,train,0c0e4808733f336ccc4397740c418c31,552,1877,0.29408630793819923,0,False
crop_clahe_2class,train,0cc4c55d8a103691fbed1315de46f46b,605,1783,0.3393157599551318,0,False
crop_clahe_2class,train,0cf9cd3d36a7bfb95e66c0ba482eb8c0,684,1450,0.47172413793103446,3,True
crop_clahe_2class,train,0d08356a2638c214fbc6cbeb24251c0c,495,1342,0.36885245901639346,1,True
crop_clahe_2class,train,0d449385da79a624a1e6414f157452b5,368,1471,0.2501699524133243,0,False
crop_clahe_2class,train,0d58856b402c571d3fa0fc19d26267ca,539,1533,0.3515981735159817,2,True
crop_clahe_2class,train,0d6987fc066d2fad238b5c15f4e9bf8e,502,1547,0.32449903038138334,1,True
crop_clahe_2class,train,0d6ee321220fddce300e3deced631c18,587,1278,0.4593114241001565,0,False
crop_clahe_2class,train,0dc38f7b2936fff46ec10a0beb5aaeb2,384,1102,0.3484573502722323,1,True
crop_clahe_2class,train,0dddd9fce00e2dba24a40b27753c657e,949,1575,0.6025396825396825,0,False
crop_clahe_2class,train,0de03bea36a3e5ff1715defecc4bc027,609,1367,0.4455010972933431,0,False
crop_clahe_2class,train,0e1eff7c2d605c08b78bf2598a1a4dd4,684,1656,0.41304347826086957,0,False
crop_clahe_2class,train,0e3db7bbea14c6dd5dbab7b95bfe82e4,437,1481,0.2950708980418636,1,True
crop_clahe_2class,train,0f37159abdcef6a062e404df47e8f1ac,655,1647,0.3976927747419551,1,True
crop_clahe_2class,train,0fb063fe3b46db2bbe83d124a3793101,404,1328,0.3042168674698795,1,True
crop_clahe_2class,train,0ff23ad9989f508517b61605b4fccb87,644,2007,0.3208769307424016,0,False
crop_clahe_2class,train,1027035c3d31554b99f53865f3a51a50,638,1692,0.37706855791962174,0,False
crop_clahe_2class,train,10e0019ae8ce05748b47e9b02131de7f,541,1511,0.35804103242885504,1,True
crop_clahe_2class,train,10f51b35c67d32d449557c631f84461c,651,1528,0.4260471204188482,0,False
crop_clahe_2class,train,114d538a35b1b8e8ab15ba05d790dc8d,600,1318,0.4552352048558422,0,False
crop_clahe_2class,train,116a7bd5a30ffeeb2c892064f21bd360,489,1598,0.30600750938673343,0,False
crop_clahe_2class,train,11746a4603b54185902398e1bd07cc3b,557,1424,0.39115168539325845,0,False
crop_clahe_2class,train,11ad49282c890423f5bd94803842d89c,452,1309,0.34530175706646293,1,True
crop_clahe_2class,train,11b8d57615519367276e766b61684f04,548,1695,0.3233038348082596,2,True
crop_clahe_2class,train,11b953e33bdaee7933f8d1db574942af,449,1343,0.3343261355174981,1,True
crop_clahe_2class,train,11d1c20d269f487d47fa5fc80c6f7722,492,1417,0.34721242060691604,1,True
crop_clahe_2class,train,11d58b8d2f895c5dd03b55dfb75b391c,711,1651,0.4306480920654149,0,False
crop_clahe_2class,train,11d7d3658b66d8515393a4c8189104c6,406,1205,0.3369294605809129,0,False
crop_clahe_2class,train,11dbf2405e94335db8d8011db532a5ac,588,1582,0.37168141592920356,2,True
crop_clahe_2class,train,120509b6c25ba36b0d752b1ea3877570,518,1303,0.397544128933231,0,False
crop_clahe_2class,train,12284c56ca4887b1747c1f45bce853f1,484,1267,0.3820047355958958,3,True
crop_clahe_2class,train,128ed41245d5a02c799aba4f24e65e11,511,1376,0.37136627906976744,0,False
crop_clahe_2class,train,129b633979a43461369df710e69e111d,625,1592,0.3925879396984925,1,True
crop_clahe_2class,train,132095e759b34fba0adcba4205e1b513,817,2048,0.39892578125,2,True
crop_clahe_2class,train,13467a014e4404f1622b8efa8f52c182,596,1878,0.31735889243876464,0,False
crop_clahe_2class,train,136a7d195b654c4bf862fdd076c77574,426,1321,0.32248296744890237,1,True
crop_clahe_2class,train,13904c61cc7e21ba53be8fd13dfffa82,738,1944,0.37962962962962965,0,False
crop_clahe_2class,train,13b80852b3cdd0899c6eabb210c87765,511,1238,0.41276252019386106,0,False
crop_clahe_2class,train,13d53752b7be7ba9d904bec31ed38748,594,1689,0.35168738898756663,0,False
crop_clahe_2class,train,13ea2c59ed904bde1da93f3160edb462,616,1334,0.4617691154422789,1,True
crop_clahe_2class,train,14387f59b61cfdebf1fc0ac124efaf6d,507,1975,0.2567088607594937,1,True
crop_clahe_2class,train,14acad71e74049aafe906a0dedd22a09,491,1476,0.3326558265582656,0,False
crop_clahe_2class,train,1507cf98ea325351b0104cb854a6ac83,399,1821,0.21911037891268534,1,True
crop_clahe_2class,train,150cb5d7fd49a32058caaa51714e8cd0,515,1579,0.32615579480683976,1,True
crop_clahe_2class,train,150d9996839f2b8a8b1190fa1a3d51c1,639,1478,0.43234100135318,0,False
crop_clahe_2class,train,1545d3528b9cc99bcdf09d4b2b434f59,632,2048,0.30859375,3,True
crop_clahe_2class,train,154bd0a81fb28d3b7d91fa4d5232b23b,704,1689,0.41681468324452337,0,False
crop_clahe_2class,train,1599fe0c3047a8378992398f9b52de54,599,1765,0.3393767705382436,0,False
crop_clahe_2class,train,15c8e59fdfafb3deefc80c5a9e8a42d0,753,1636,0.46026894865525675,1,True
crop_clahe_2class,train,15f2e36521ccae32ee5ba13db9a8c02d,558,1725,0.3234782608695652,1,True
crop_clahe_2class,train,1602edb21b5e339d6173d362281006a6,767,1992,0.3850401606425703,0,False
crop_clahe_2class,train,16249821f7b29715c3bb8bd6db88f00a,541,1251,0.4324540367705835,0,False
crop_clahe_2class,train,163a193319afa5e3bf8fb33a44f1f795,552,1697,0.3252799057159694,0,False
crop_clahe_2class,train,1640441d5a278df98b6117cd7cd3d80c,679,2048,0.33154296875,0,False
crop_clahe_2class,train,16772df2fc68173354ed7b5684e40a56,954,1942,0.49124613800205974,2,True
crop_clahe_2class,train,16c5567c9a2c621c980a8992f6540c01,996,1773,0.5617597292724196,1,True
crop_clahe_2class,train,16cc590d0a78a8c0bea666934e52e2e7,537,1372,0.391399416909621,0,False
crop_clahe_2class,train,17127fbc6f1c700106b7ec6725012007,745,1655,0.4501510574018127,1,True
crop_clahe_2class,train,174e6055becf36c2dbe1f28e74485644,684,1748,0.391304347826087,0,False
crop_clahe_2class,train,175c9ad9cb031644884079a42f660dfc,513,1276,0.40203761755485895,1,True
crop_clahe_2class,train,17863d144762fb31418c8a324059243f,1048,2041,0.5134737873591376,0,False
crop_clahe_2class,train,17b3532d9302efea2d05ed05a87a15b1,659,2048,0.32177734375,0,False
crop_clahe_2class,train,17b95f09393dd1f6f7cad0259c0dc236,632,1779,0.3552557616638561,0,False
crop_clahe_2class,train,17bceaea0bcbd44c3c89f5d88bbb430b,644,2048,0.314453125,0,False
crop_clahe_2class,train,17c3d032d611eb3d1baf3434d62483a1,529,1810,0.29226519337016577,0,False
crop_clahe_2class,train,17d91701b085d4cb0ae1c7b1c0af2bb1,654,1166,0.5608919382504288,1,True
crop_clahe_2class,train,17de42eb1bf8e877778a1f4f81145506,566,1563,0.3621241202815099,1,True
crop_clahe_2class,train,185d72636122b93911abdbe015985e40,498,2043,0.24375917767988253,1,True
crop_clahe_2class,train,18a10e43b45786b4311bed1e5e5a56dd,1173,2048,0.57275390625,0,False
crop_clahe_2class,train,18ddefee99395e4168facfce6a0317d9,679,2048,0.33154296875,0,False
crop_clahe_2class,train,19189466123f991dfd57d7b963c9c908,440,1064,0.41353383458646614,1,True
crop_clahe_2class,train,198b5967aaa577ad4089badb22689972,495,1779,0.2782462057335582,0,False
crop_clahe_2class,train,19acc4b912b5637af651392bc1fe6b6e,718,1479,0.4854631507775524,1,True
crop_clahe_2class,train,1a1d13244aaafa6a12988c4e1d3efe5b,593,1413,0.4196744515215853,2,True
crop_clahe_2class,train,1a7e527b1c6cab713b2633257ec6b4cc,449,1780,0.25224719101123594,0,False
crop_clahe_2class,train,1a96a240cc0748f1ae02bc6a0126aac6,750,1971,0.380517503805175,0,False
crop_clahe_2class,train,1b26a908ba95c2e63e58f1a44d5a3490,496,1624,0.3054187192118227,1,True
crop_clahe_2class,train,1bf6f2c0191b9bb14de79031cfdb7f71,753,1596,0.4718045112781955,0,False
crop_clahe_2class,train,1c49d789055034b2d72cb03d5c62714d,642,1478,0.43437077131258456,0,False
crop_clahe_2class,train,1c4e0d2ea8fc8a063cc28032dccccd2a,562,1863,0.3016639828234031,0,False
crop_clahe_2class,train,1c77399720e266b2124c6151b7bec82b,451,1301,0.3466564181398924,2,True
crop_clahe_2class,train,1d136d5f293069a1f77f544cf0f8265b,451,1628,0.27702702702702703,1,True
crop_clahe_2class,train,1d15e5c98d1e27d9fe80aac31d573d9b,809,1972,0.41024340770791073,0,False
crop_clahe_2class,train,1d2d50c66ee2e230c6327076c2fe6d00,611,1917,0.31872717788210747,1,True
crop_clahe_2class,train,1d51d5bd22846821409cb531a95979d2,505,1576,0.32043147208121825,1,True
crop_clahe_2class,train,1d605d35628064e2f14c0f629b34459d,426,1209,0.3523573200992556,1,True
crop_clahe_2class,train,1d66347d2b84fc402e2c2e65372180c0,447,1239,0.36077481840193704,0,False
crop_clahe_2class,train,1d9942a3dd57e048d36fc793694ee124,579,1550,0.3735483870967742,0,False
crop_clahe_2class,train,1dda87c5adb8efb52c1e559ea4cabf54,780,1785,0.4369747899159664,1,True
crop_clahe_2class,train,1ddb3b37690c98df094920a905b880ac,603,1648,0.36589805825242716,0,False
crop_clahe_2class,train,1df290db9b7769fabaddab943891889d,667,2048,0.32568359375,1,True
crop_clahe_2class,train,1e1e7be943c06f5f20c0b0d5b7adec8c,563,1349,0.4173461823573017,0,False
crop_clahe_2class,train,1e4bc73c2bc89ee64dcab857f0e09517,680,1402,0.48502139800285304,0,False
crop_clahe_2class,train,1e663cd20ecf71b1ea855965ff71dac8,534,1465,0.36450511945392494,0,False
crop_clahe_2class,train,1e7ad5577c2f5e49294f9c3660968910,710,1638,0.43345543345543347,1,True
crop_clahe_2class,train,1eef911053b9cbd0d3d7749c2e288cf1,695,1507,0.46118115461181153,0,False
crop_clahe_2class,train,1f2ad3de97b6d7a4d8f78af09c11b580,475,1372,0.3462099125364432,2,True
crop_clahe_2class,train,1f45cd19b6bfb4583c0c259743765aa9,570,1377,0.4139433551198257,0,False
crop_clahe_2class,train,1f4e4c2039476a9884bdd84c20d1484f,372,1049,0.3546234509056244,1,True
crop_clahe_2class,train,1f6e85f08f0d4626eedef5a6e3c9998f,472,1294,0.36476043276661513,0,False
crop_clahe_2class,train,1f741efcce7da5f4fcc10378eeeab159,484,1358,0.35640648011782033,1,True
crop_clahe_2class,train,1f9c3f799e3dc122b5c483f2243703d8,491,2048,0.23974609375,0,False
crop_clahe_2class,train,1fa206b8913d99cbb1c60db491af5805,724,1774,0.4081172491544532,0,False
crop_clahe_2class,train,1fa586cd078894845bf4a1648232cde7,561,1664,0.3371394230769231,1,True
crop_clahe_2class,train,20ac518bf6370bc7c2b1adcf7377def8,892,2048,0.435546875,1,True
crop_clahe_2class,train,20b4b2c70e6c4e1d4ab6d1b9b9be5308,587,1674,0.35065710872162487,1,True
crop_clahe_2class,train,20e22b55458ddc1002871f0b10bc0c91,532,1310,0.40610687022900765,1,True
crop_clahe_2class,train,20e33b43e06836a710ce82efb89e9c9b,506,2048,0.2470703125,0,False
crop_clahe_2class,train,212bc03533346819d0c6d449d631f69f,372,1170,0.31794871794871793,1,True
crop_clahe_2class,train,215186ee75b38c34499cd0ebadc7ed20,674,1447,0.46579129232895644,1,True
crop_clahe_2class,train,2167f4da549862d60f43782cd38fb8ae,721,1901,0.37927406628090476,1,True
crop_clahe_2class,train,216bcdbcf4b0a44d8c1bef2e6c0de16e,657,1413,0.46496815286624205,0,False
crop_clahe_2class,train,21a78229489f5b35b0b037f678a5cac4,502,1650,0.30424242424242426,1,True
crop_clahe_2class,train,2253cb8df683fdb15bcd6c0f3c19b761,606,1648,0.36771844660194175,0,False
crop_clahe_2class,train,22ddf5aaa418fa036165491a5d7bc11b,568,2048,0.27734375,0,False
crop_clahe_2class,train,23074a22d967fc9b6161a695f64d3fcd,518,1486,0.34858681022880217,0,False
crop_clahe_2class,train,230d88855d53b8edfb4c3cc7ef1248db,568,1403,0.40484675694939415,3,True
crop_clahe_2class,train,2311c127704c6b0cf325d4da697d2b26,488,1678,0.2908224076281287,1,True
crop_clahe_2class,train,232f33051c77bd6ce2d185aafe9471a3,392,1043,0.37583892617449666,2,True
crop_clahe_2class,train,234ba4da7ace03bc686fe17b05bd1aef,745,1773,0.42019176536943037,0,False
crop_clahe_2class,train,234e773eaa0619c50f1ddcc15d00a7be,577,1744,0.330848623853211,0,False
crop_clahe_2class,train,23570fe4b2468282412fe26bd48dc8b9,739,1467,0.5037491479209271,0,False
crop_clahe_2class,train,2373df6761803e7499ded779193bc96c,702,1913,0.36696288552012546,0,False
crop_clahe_2class,train,23996a0f1390fb6e92b377327c0f8f9b,622,1488,0.41801075268817206,0,False
crop_clahe_2class,train,23ad7fe9b48851480b0d31994b5d45bd,534,1527,0.34970530451866405,0,False
crop_clahe_2class,train,23db13def3d7b27ac274cafd7bb6fc16,755,1918,0.39363920750782067,0,False
crop_clahe_2class,train,23edfe4412bf14c73110dec6fdd9e66b,667,1405,0.47473309608540926,1,True
crop_clahe_2class,train,2438ce076b0eaaf87f40f5bb0e9a712a,432,1607,0.268823895457374,0,False
crop_clahe_2class,train,244994960e5f6e3c406ee4c137119c3b,490,1481,0.33085752869682644,0,False
crop_clahe_2class,train,24695ecf8d7cc8bf8b51ed3dab981a6c,631,2048,0.30810546875,0,False
crop_clahe_2class,train,24da46045c5bb3dba6223d63c8a6db5a,478,1386,0.3448773448773449,0,False
crop_clahe_2class,train,24f2397626a9dd77844c30af11d352f0,668,1697,0.3936358279316441,1,True
crop_clahe_2class,train,25221c02e091e6ca82e2fc2b582a6e1f,546,1843,0.2962561041779707,0,False
crop_clahe_2class,train,2524b3039b9f14943744db0d3d8e34dc,721,1564,0.460997442455243,1,True
crop_clahe_2class,train,254a67265452f4b67a953c445a71f664,575,1680,0.34226190476190477,0,False
crop_clahe_2class,train,255f0dcc5ca3131051e5fc06af99fca9,540,1404,0.38461538461538464,1,True
crop_clahe_2class,train,262ff38a88c44e1fb5a13652ef2bc246,583,1336,0.43637724550898205,0,False
crop_clahe_2class,train,264233e448f4ac70a925dca6d1bfb64e,708,2017,0.35101636093207733,2,True
crop_clahe_2class,train,264c80998c37d9d2764771a64792130b,667,1572,0.4243002544529262,0,False
crop_clahe_2class,train,265a2978da4a9a2fa56c4a43a48761a6,503,1317,0.3819286256643888,0,False
crop_clahe_2class,train,2682bff9b89f87ca6a9242cbcf4256be,806,1673,0.48176927674835623,1,True
crop_clahe_2class,train,269e98f5e3f8aa102bc2c0cb867f3385,380,1250,0.304,0,False
crop_clahe_2class,train,26b447a9cadbf99a1e11f7456fb63efb,531,1369,0.38787436084733384,0,False
crop_clahe_2class,train,26cc531e126e10d88eec413dcf0a4963,621,1938,0.3204334365325077,1,True
crop_clahe_2class,train,26dd42f1a4341cdf6feebd22564f8939,591,1341,0.4407158836689038,1,True
crop_clahe_2class,train,26f1aa81239b33177321598a0eb599d2,652,2048,0.318359375,0,False
crop_clahe_2class,train,27a993edd94965c0f8192f3fcec02394,717,1565,0.45814696485623,0,False
crop_clahe_2class,train,27d9bf4e5b772624325d6232ffc8378a,482,1618,0.2978986402966625,1,True
crop_clahe_2class,train,27e0bc4647d8bdb17cf5e187a2854ad8,625,1578,0.3960709759188847,0,False
crop_clahe_2class,train,282b21e3189b995ede108815e740e644,454,1300,0.34923076923076923,0,False
crop_clahe_2class,train,282e3991652493cff28465ed8f29f03f,481,1679,0.2864800476474092,0,False
crop_clahe_2class,train,283a13f9619b6177a7c389ca6685d715,502,1636,0.30684596577017115,1,True
crop_clahe_2class,train,2886954b2134834a028ab36c8cb304d2,468,1171,0.3996584116140051,0,False
crop_clahe_2class,train,28e89b25a61529a29660a2042725c41c,643,1330,0.48345864661654137,0,False
crop_clahe_2class,train,28f1ac1024b3d9ddbfcf166818c0e78e,424,1257,0.33731105807478123,0,False
crop_clahe_2class,train,293f56aa2f38c52c70ed4a92e2f01b46,542,1299,0.4172440338722094,2,True
crop_clahe_2class,train,29409efa3402b9d8f044f04308b5d2d7,490,2048,0.2392578125,1,True
crop_clahe_2class,train,2973bcf878fad1e9edade25be62602ce,833,2038,0.40873405299313054,2,True
crop_clahe_2class,train,29816c46b540d79fa62a6f87c6a8d6fc,592,1668,0.354916067146283,0,False
crop_clahe_2class,train,29896919b15b2dd978a36b2f68a5ad93,528,1914,0.27586206896551724,1,True
crop_clahe_2class,train,29fa27705317bd108ed3b927fdc4e3a0,455,2048,0.22216796875,0,False
crop_clahe_2class,train,2a04163be4ae7d6f70732904202cc934,501,1426,0.35133239831697055,2,True
crop_clahe_2class,train,2ac008d751dbe9d70d86a82e6544928e,647,1241,0.5213537469782433,0,False
crop_clahe_2class,train,2ac6ca9749e1620e1ade79dfdba0cf1c,592,1408,0.42045454545454547,0,False
crop_clahe_2class,train,2adba7934d0118b1f0600e93259db922,632,1463,0.4319890635680109,0,False
crop_clahe_2class,train,2b46a6fc2c076cfc187b385f6a6f40e6,1630,2048,0.7958984375,2,True
crop_clahe_2class,train,2b76a18e45c8e62db919403c6c526ec4,463,1192,0.3884228187919463,1,True
crop_clahe_2class,train,2b7b2e4286e785db745b0b43b487f904,582,1763,0.3301191151446398,0,False
crop_clahe_2class,train,2bb31d34320c4d1005371802dcac319c,474,1202,0.39434276206322794,1,True
crop_clahe_2class,train,2bbd9c0a4a6d29e644294ca5e8448f9e,414,1359,0.304635761589404,0,False
crop_clahe_2class,train,2bc80ebd58505c88bf1fc81b72c4fa42,387,1085,0.3566820276497696,1,True
crop_clahe_2class,train,2bd9c72b886e97da1aff1361962c6acc,930,1999,0.4652326163081541,0,False
crop_clahe_2class,train,2bfafe903b3edfefb46d098b15651b9d,479,1401,0.3418986438258387,0,False
crop_clahe_2class,train,2c021b1ed5213d94d71da2a791e65055,667,1605,0.41557632398753896,0,False
crop_clahe_2class,train,2c47b7c3864f531485f0c45061772c61,770,2048,0.3759765625,0,False
crop_clahe_2class,train,2cedf9121ad3313794d4a2a98ba4a625,830,1877,0.44219499200852425,0,False
crop_clahe_2class,train,2d100f58ccbee16aa703af0c79a4f1e4,530,1402,0.3780313837375178,0,False
crop_clahe_2class,train,2d9d38dd92036611b2012b4f3dd41aa4,647,1727,0.37463810075275045,0,False
crop_clahe_2class,train,2da549c2cac035213321043570aaf5a4,594,1600,0.37125,1,True
crop_clahe_2class,train,2db1355fec22b079098465bcc763b67c,549,1285,0.4272373540856031,0,False
crop_clahe_2class,train,2dde5ebd2f4c3ec98c3f81fc5b249005,544,1261,0.4314036478984933,0,False
crop_clahe_2class,train,2e545f76df525fd43c42f9a8745455d1,712,1495,0.4762541806020067,0,False
crop_clahe_2class,train,2e62eeadcca2218c0aba4f2921a27153,433,1456,0.2973901098901099,1,True
crop_clahe_2class,train,2e7df7e047d83d145fe8b5283800b637,480,1797,0.2671118530884808,0,False
crop_clahe_2class,train,2ee7f36fd6e157b40d4f0326f6fcc0d2,607,1432,0.4238826815642458,1,True
crop_clahe_2class,train,2eea1ba2cc3860a65d2f95bd497dc6b7,834,2048,0.4072265625,0,False
crop_clahe_2class,train,2f11b93c073630fc866ebd61708c49c5,521,1659,0.3140446051838457,0,False
crop_clahe_2class,train,2f273193ea826c1478ea48b2eb17e383,536,1400,0.38285714285714284,0,False
crop_clahe_2class,train,2f435606b7101ceed025a87dc5df8ae0,544,1265,0.4300395256916996,0,False
crop_clahe_2class,train,2f53aaf3a5df96e66bdcf98d9f770d1e,1317,1927,0.683445770627919,0,False
crop_clahe_2class,train,2f9a9468e908a35fb3c29fba6ecce60c,490,1278,0.38341158059467917,0,False
crop_clahe_2class,train,2fc787f72bfa6b6c0bbc0a85413c8a9f,485,1382,0.3509406657018813,3,True
crop_clahe_2class,train,2fda8b3a3c28a74c90edbe2d23917b0f,646,2048,0.3154296875,0,False
crop_clahe_2class,train,2ff7ec3c591665bbe23e5f892eccda6c,424,1535,0.2762214983713355,0,False
crop_clahe_2class,train,301af7f8978640e4dd362075aba35040,385,1213,0.3173948887056884,0,False
crop_clahe_2class,train,3047456544795c193f2f5a12db464ced,512,1674,0.3058542413381123,0,False
crop_clahe_2class,train,3059b9ed5f4dbe5b1af256b2b5531b40,555,1579,0.35148828372387586,0,False
crop_clahe_2class,train,312c111ef010a30094f75c4cd420207f,538,1396,0.3853868194842407,0,False
crop_clahe_2class,train,31b7ac12bfdae5f0a7b484464aaba81c,616,2042,0.30166503428011754,0,False
crop_clahe_2class,train,3207291c209d2d5fcd520126145ff20a,570,1323,0.4308390022675737,0,False
crop_clahe_2class,train,3249215304caf281062d80f4b3798634,718,1745,0.41146131805157593,2,True
crop_clahe_2class,train,32a822c665489e49190a26a6b4667737,418,1317,0.31738800303720577,0,False
