dataset,split,image_id,class_id,class_name,xmin,ymin,xmax,ymax,bbox_width_px,bbox_height_px,bbox_area_px,bbox_width_norm,bbox_height_norm,bbox_area_norm,image_width,image_height
crop_clahe_2class,train,17d91701b085d4cb0ae1c7b1c0af2bb1,1,Suspicious Calcification,422.05939377,418.71872702,490.28655075,474.41288026,68.22715698000002,55.69415323999999,3799.853735973656,0.10432287,0.04776514,0.004982996490751799,654,1166
crop_clahe_2class,train,17de42eb1bf8e877778a1f4f81145506,0,Mass,110.54851923,912.5677563899999,356.11369241,1187.9261241299998,245.56517318,275.35836773999995,67618.42526063521,0.43386073,0.17617298,0.0764345377090754,566,1563
crop_clahe_2class,train,185d72636122b93911abdbe015985e40,0,Mass,49.601942910000005,1286.1358781399997,131.56078593,1381.83526908,81.95884302,95.69939094000028,7843.411359161094,0.16457599,0.04684258,0.0077091639776542,498,2043
crop_clahe_2class,train,19189466123f991dfd57d7b963c9c908,0,Mass,0.6126779999999985,440.3042938,53.2712444,504.66670716,52.658566400000005,64.36241336,3389.2324175818076,0.11967856,0.06049099,0.0072394745761744,440,1064
crop_clahe_2class,train,19acc4b912b5637af651392bc1fe6b6e,0,Mass,247.17718656,718.817242485,403.67875624,931.3801725749998,156.50156968,212.5629300899999,33266.43221486508,0.21796876,0.14372071,0.0313266249450196,718,1479
crop_clahe_2class,train,1a1d13244aaafa6a12988c4e1d3efe5b,0,Mass,308.780404385,656.299169145,367.111092515,708.541212735,58.33068813,52.242043590000094,3047.3143519221608,0.09836541,0.03697243,0.0036368082356463003,593,1413
crop_clahe_2class,train,1a1d13244aaafa6a12988c4e1d3efe5b,1,Suspicious Calcification,387.94601112500004,693.48102777,402.04549341499995,709.82197713,14.099482289999912,16.34094936000008,230.39892610310656,0.02377653,0.01156472,0.0002749689120216,593,1413
crop_clahe_2class,train,1b26a908ba95c2e63e58f1a44d5a3490,0,Mass,243.81366575999996,721.84722092,405.55505968,921.0061848400001,161.74139392000004,199.15896392000002,32212.2484360838,0.32609152,0.12263483,0.0399901781196416,496,1624
crop_clahe_2class,train,1c77399720e266b2124c6151b7bec82b,1,Suspicious Calcification,256.45370399,512.922040645,349.06089844999997,595.610491255,92.60719445999996,82.68845061000002,7657.545425236374,0.20533746,0.06355761,0.0130507582010706,451,1301
crop_clahe_2class,train,1c77399720e266b2124c6151b7bec82b,0,Mass,282.754889725,830.5541522350001,374.663679115,940.062249485,91.90878938999998,109.50809724999999,10064.756646649885,0.20378889,0.08417225,0.0171533693963025,451,1301
crop_clahe_2class,train,1d136d5f293069a1f77f544cf0f8265b,1,Suspicious Calcification,127.05498487,495.86546262,206.83186073000002,551.90895562,79.77687586000002,56.04349300000001,4470.974783821781,0.17688886,0.03442475,0.006089354783285,451,1628
crop_clahe_2class,train,1d2d50c66ee2e230c6327076c2fe6d00,0,Mass,206.59702979500003,721.39311369,319.65497284500003,872.6936422499999,113.05794305,151.30052855999998,17105.726541371376,0.18503755,0.07892568,0.014604214459283999,611,1917
crop_clahe_2class,train,1d51d5bd22846821409cb531a95979d2,0,Mass,195.951617525,676.13417252,355.06522477500005,886.5169814000001,159.11360725000006,210.38280888000008,33474.767624284155,0.31507645,0.13349163,0.0420600688851135,505,1576
crop_clahe_2class,train,1d605d35628064e2f14c0f629b34459d,0,Mass,47.226498449999994,361.634562705,224.55992535,530.491542555,177.3334269,168.85697985000002,29943.986892784753,0.41627565,0.13966665,0.0581398255120725,426,1209
crop_clahe_2class,train,1dda87c5adb8efb52c1e559ea4cabf54,0,Mass,2.9042910000000024,774.198152175,149.25814019999999,966.968138325,146.35384919999998,192.76998615000002,28212.629483283188,0.18763314,0.10799439,0.0202633264980846,780,1785
crop_clahe_2class,train,1df290db9b7769fabaddab943891889d,0,Mass,96.128090025,1040.71929856,243.80319067499997,1213.4719897599998,147.67510064999996,172.75269119999984,25511.27106051834,0.22140195,0.0843519,0.018675675146205,667,2048
crop_clahe_2class,train,1e7ad5577c2f5e49294f9c3660968910,0,Mass,373.31069765,941.38086042,510.97917935,1081.5872067,137.66848169999997,140.20634628000005,19301.994817072045,0.19389927,0.08559606,0.016597013548876202,710,1638
crop_clahe_2class,train,1f2ad3de97b6d7a4d8f78af09c11b580,0,Mass,65.027744625,242.96601882000002,181.968626375,391.58848134000004,116.94088175000002,148.62246252000003,17380.041814945133,0.24619133,0.10832541,0.0266687767606953,475,1372
crop_clahe_2class,train,1f2ad3de97b6d7a4d8f78af09c11b580,0,Mass,164.78744650000002,564.79321878,250.29448599999998,669.4757623400001,85.50703949999996,104.68254356000011,8951.094387145396,0.18001482,0.07629923,0.013734992154588599,475,1372
crop_clahe_2class,train,1f4e4c2039476a9884bdd84c20d1484f,0,Mass,157.30569258,722.829379065,329.06113926,876.865976195,171.75544668,154.03659713000002,26456.62454513036,0.46170819,0.14684137,0.0677978631598203,372,1049
crop_clahe_2class,train,1f741efcce7da5f4fcc10378eeeab159,1,Suspicious Calcification,7.090735520000001,1021.8790435,105.21010016,1086.92254482,98.11936464,65.04350132000002,6382.027023479403,0.20272596,0.04789654,0.0097098720521784,484,1358
crop_clahe_2class,train,1fa586cd078894845bf4a1648232cde7,0,Mass,2.8050000140944498e-06,1187.2564204799999,287.807302695,1385.9983072,287.80729988999997,198.74188672000014,57199.365791927485,0.51302549,0.11943623,0.0612738304195027,561,1664
crop_clahe_2class,train,20ac518bf6370bc7c2b1adcf7377def8,1,Suspicious Calcification,461.77639814,1283.15354112,553.21509514,1372.07993344,91.43869699999999,88.9263923200001,8131.313442651615,0.10250975,0.04342109,0.0044510850806275,892,2048
crop_clahe_2class,train,20b4b2c70e6c4e1d4ab6d1b9b9be5308,1,Suspicious Calcification,443.72091338999996,931.72356621,473.91317621,961.9138046699999,30.192262820000053,30.190238459999932,911.5116141827916,0.05143486,0.01803479,0.0009276168987793999,587,1674
crop_clahe_2class,train,20e22b55458ddc1002871f0b10bc0c91,0,Mass,238.23032884000003,681.02906465,385.68187475999997,797.01058275,147.45154591999994,115.98151810000002,17101.65414199346,0.27716456,0.08853551,0.0245389056735256,532,1310
crop_clahe_2class,train,212bc03533346819d0c6d449d631f69f,1,Suspicious Calcification,146.34971784,136.49420655,361.97552256,823.19300505,215.62580472,686.6987985000001,148069.98102681965,0.57963926,0.58692205,0.340203062739683,372,1170
crop_clahe_2class,train,215186ee75b38c34499cd0ebadc7ed20,0,Mass,242.23049781999998,959.934482275,482.18975717999996,1185.9130944849999,239.95925935999998,225.97861220999982,54225.6604171122,0.35602264,0.15617043,0.0556002087785352,674,1447
crop_clahe_2class,train,2167f4da549862d60f43782cd38fb8ae,0,Mass,327.05229809,1031.8648435750001,413.37829141000003,1119.635439325,86.32599332000001,87.77059574999998,7576.883862406919,0.11973092,0.04617075,0.00552806637459,721,1901
crop_clahe_2class,train,21a78229489f5b35b0b037f678a5cac4,0,Mass,280.49463852,1074.8448644999999,366.76235460000004,1143.5384565,86.26771608000001,68.69359200000008,5926.039291171367,0.17184804,0.04163248,0.0071544600883392,502,1650
crop_clahe_2class,train,230d88855d53b8edfb4c3cc7ef1248db,1,Suspicious Calcification,174.73614324000002,547.41695606,220.9828566,585.4193436200001,46.24671335999997,38.0023875600001,1757.4855244829535,0.08142027,0.02708652,0.0022053917717604,568,1403
crop_clahe_2class,train,230d88855d53b8edfb4c3cc7ef1248db,1,Suspicious Calcification,351.6963842,553.5838004699999,466.65362587999994,694.97915063,114.95724167999992,141.39535016000013,16254.419440771351,0.20238951,0.10078072,0.0203969605382472,568,1403
crop_clahe_2class,train,230d88855d53b8edfb4c3cc7ef1248db,1,Suspicious Calcification,364.12800424,692.227355535,417.00050008,742.651947185,52.87249584,50.424591650000025,2666.074012248325,0.09308538,0.03594055,0.003345539754159,568,1403
crop_clahe_2class,train,2311c127704c6b0cf325d4da697d2b26,1,Suspicious Calcification,104.126146,675.0715571100001,210.60997128,739.50382061,106.48382527999999,64.43226349999998,6860.993888928918,0.21820456,0.03839825,0.008378673246020001,488,1678
crop_clahe_2class,train,232f33051c77bd6ce2d185aafe9471a3,1,Suspicious Calcification,20.66083628,174.68475856999999,151.4532082,343.00441147,130.79237192,168.3196529,22014.926643542105,0.33365401,0.1613803,0.053845184230003,392,1043
crop_clahe_2class,train,232f33051c77bd6ce2d185aafe9471a3,0,Mass,45.31843596000001,423.41080424999996,211.48959972,582.07546873,166.17116375999998,158.66466448000006,26365.49194423154,0.42390603,0.15212336,0.0644860096078608,392,1043
crop_clahe_2class,train,23edfe4412bf14c73110dec6fdd9e66b,0,Mass,431.33105774999996,448.71382435,488.65465189,504.60596075,57.32359414000007,55.89213640000003,3203.938142611126,0.08594242,0.03978088,0.0034188650969296,667,1405
crop_clahe_2class,train,24f2397626a9dd77844c30af11d352f0,0,Mass,143.73964548,409.728966155,287.96546804,553.956368265,144.22582256,144.22740211,20801.315705006633,0.21590692,0.08498963,0.0183498492452396,668,1697
crop_clahe_2class,train,2524b3039b9f14943744db0d3d8e34dc,0,Mass,412.54484785499994,828.1348720000001,488.366613805,910.98045248,75.82176595000004,82.84558047999997,6281.498213146449,0.10516195,0.05297032,0.005570462143324,721,1564
crop_clahe_2class,train,255f0dcc5ca3131051e5fc06af99fca9,1,Suspicious Calcification,457.7956353,1020.8909762999999,538.9999983,1099.3530249,81.204363,78.46204860000012,6371.460676238052,0.15037845,0.05588465,0.0084038470457925,540,1404
crop_clahe_2class,train,264233e448f4ac70a925dca6d1bfb64e,0,Mass,396.16323726,826.5121712549999,706.9078144199999,1154.978745445,310.7445771599999,328.4665741900001,102069.2067078653,0.43890477,0.16284907,0.0714752336130639,708,2017
crop_clahe_2class,train,264233e448f4ac70a925dca6d1bfb64e,1,Suspicious Calcification,474.86690675999995,977.1698078950001,567.14305308,1057.2545306850002,92.27614632000001,80.08472279000011,7389.90959816669,0.13033354,0.03970487,0.0051748762623398,708,2017
crop_clahe_2class,train,2682bff9b89f87ca6a9242cbcf4256be,0,Mass,326.72339609,460.03816054000004,690.8491214300001,864.5349294399999,364.1257253400001,404.4967688999999,147287.67937339886,0.45176889,0.2417793,0.109228365985977,806,1673
crop_clahe_2class,train,26cc531e126e10d88eec413dcf0a4963,0,Mass,62.41386581999999,1289.91969912,250.7820939,1446.5287814399999,188.36822808000002,156.60908231999997,29500.175337853252,0.30333048,0.08080964,0.0245120268898272,621,1938
crop_clahe_2class,train,26dd42f1a4341cdf6feebd22564f8939,1,Suspicious Calcification,282.55154459999994,940.4707368600001,428.23279637999997,1094.36185854,145.68125178000003,153.89112167999986,22419.051244170678,0.24649958,0.11475848,0.0282879171214384,591,1341
crop_clahe_2class,train,27d9bf4e5b772624325d6232ffc8378a,1,Suspicious Calcification,97.16277704999997,839.5519335399999,477.23227531,1100.85530922,380.06949826,261.30337568000004,99313.4428883419,0.78852593,0.16149776,0.1273451713969168,482,1618
crop_clahe_2class,train,283a13f9619b6177a7c389ca6685d715,0,Mass,249.65855058,771.97021566,330.83833602,858.3611425000001,81.17978543999999,86.39092684000013,7013.196904833947,0.16171272,0.05280619,0.0085394326177368,502,1636
