url,relative_path,local_path,drive_path,local_exists,drive_exists,local_size_bytes,drive_size_bytes,local_valid,drive_valid,available_local_or_drive
https://physionet.org/files/vindr-mammo/1.0.0/images/72d177eae7c6b34a411341368f32ca5a/c171fed7a869e9cb41c9a10e7ee6f4f9.dicom,images/72d177eae7c6b34a411341368f32ca5a/c171fed7a869e9cb41c9a10e7ee6f4f9.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/72d177eae7c6b34a411341368f32ca5a/c171fed7a869e9cb41c9a10e7ee6f4f9.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/72d177eae7c6b34a411341368f32ca5a/c171fed7a869e9cb41c9a10e7ee6f4f9.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/72d177eae7c6b34a411341368f32ca5a/5070efa435c6661ef1d0ecddfbb174eb.dicom,images/72d177eae7c6b34a411341368f32ca5a/5070efa435c6661ef1d0ecddfbb174eb.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/72d177eae7c6b34a411341368f32ca5a/5070efa435c6661ef1d0ecddfbb174eb.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/72d177eae7c6b34a411341368f32ca5a/5070efa435c6661ef1d0ecddfbb174eb.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/72d177eae7c6b34a411341368f32ca5a/b559926c7196a373fc1c8eff555044dc.dicom,images/72d177eae7c6b34a411341368f32ca5a/b559926c7196a373fc1c8eff555044dc.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/72d177eae7c6b34a411341368f32ca5a/b559926c7196a373fc1c8eff555044dc.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/72d177eae7c6b34a411341368f32ca5a/b559926c7196a373fc1c8eff555044dc.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/b2316eb55aa90c92f5516ed2c645fcb2/42f6c62783f16d29b660d52a454661f7.dicom,images/b2316eb55aa90c92f5516ed2c645fcb2/42f6c62783f16d29b660d52a454661f7.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/b2316eb55aa90c92f5516ed2c645fcb2/42f6c62783f16d29b660d52a454661f7.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/b2316eb55aa90c92f5516ed2c645fcb2/42f6c62783f16d29b660d52a454661f7.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/b2316eb55aa90c92f5516ed2c645fcb2/7b847b9777d65f9044c436f8cd498b27.dicom,images/b2316eb55aa90c92f5516ed2c645fcb2/7b847b9777d65f9044c436f8cd498b27.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/b2316eb55aa90c92f5516ed2c645fcb2/7b847b9777d65f9044c436f8cd498b27.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/b2316eb55aa90c92f5516ed2c645fcb2/7b847b9777d65f9044c436f8cd498b27.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/b2316eb55aa90c92f5516ed2c645fcb2/e6471b11fa3ae605b19afe12055d7fa3.dicom,images/b2316eb55aa90c92f5516ed2c645fcb2/e6471b11fa3ae605b19afe12055d7fa3.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/b2316eb55aa90c92f5516ed2c645fcb2/e6471b11fa3ae605b19afe12055d7fa3.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/b2316eb55aa90c92f5516ed2c645fcb2/e6471b11fa3ae605b19afe12055d7fa3.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/b2316eb55aa90c92f5516ed2c645fcb2/8dd3c6c80ec720c137ec22857e7ffc4d.dicom,images/b2316eb55aa90c92f5516ed2c645fcb2/8dd3c6c80ec720c137ec22857e7ffc4d.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/b2316eb55aa90c92f5516ed2c645fcb2/8dd3c6c80ec720c137ec22857e7ffc4d.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/b2316eb55aa90c92f5516ed2c645fcb2/8dd3c6c80ec720c137ec22857e7ffc4d.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/7eab495d8ae42610e89e53788db3e019/62cbcf22d1f888505a2e9a67a654f749.dicom,images/7eab495d8ae42610e89e53788db3e019/62cbcf22d1f888505a2e9a67a654f749.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/7eab495d8ae42610e89e53788db3e019/62cbcf22d1f888505a2e9a67a654f749.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/7eab495d8ae42610e89e53788db3e019/62cbcf22d1f888505a2e9a67a654f749.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/7eab495d8ae42610e89e53788db3e019/3f846246573f93813db0f80ddede2792.dicom,images/7eab495d8ae42610e89e53788db3e019/3f846246573f93813db0f80ddede2792.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/7eab495d8ae42610e89e53788db3e019/3f846246573f93813db0f80ddede2792.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/7eab495d8ae42610e89e53788db3e019/3f846246573f93813db0f80ddede2792.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/7eab495d8ae42610e89e53788db3e019/212bc03533346819d0c6d449d631f69f.dicom,images/7eab495d8ae42610e89e53788db3e019/212bc03533346819d0c6d449d631f69f.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/7eab495d8ae42610e89e53788db3e019/212bc03533346819d0c6d449d631f69f.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/7eab495d8ae42610e89e53788db3e019/212bc03533346819d0c6d449d631f69f.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/7eab495d8ae42610e89e53788db3e019/e648eee49dff6f5a92bccdae2b8a48d0.dicom,images/7eab495d8ae42610e89e53788db3e019/e648eee49dff6f5a92bccdae2b8a48d0.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/7eab495d8ae42610e89e53788db3e019/e648eee49dff6f5a92bccdae2b8a48d0.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/7eab495d8ae42610e89e53788db3e019/e648eee49dff6f5a92bccdae2b8a48d0.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/34317eec7ecb8de8f9c71bb55abb5ce4/4285bb1fd50ed9f19bd507e66738189c.dicom,images/34317eec7ecb8de8f9c71bb55abb5ce4/4285bb1fd50ed9f19bd507e66738189c.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/34317eec7ecb8de8f9c71bb55abb5ce4/4285bb1fd50ed9f19bd507e66738189c.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/34317eec7ecb8de8f9c71bb55abb5ce4/4285bb1fd50ed9f19bd507e66738189c.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/34317eec7ecb8de8f9c71bb55abb5ce4/5e35ead87bb708f1fea95033ddb2e093.dicom,images/34317eec7ecb8de8f9c71bb55abb5ce4/5e35ead87bb708f1fea95033ddb2e093.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/34317eec7ecb8de8f9c71bb55abb5ce4/5e35ead87bb708f1fea95033ddb2e093.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/34317eec7ecb8de8f9c71bb55abb5ce4/5e35ead87bb708f1fea95033ddb2e093.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/34317eec7ecb8de8f9c71bb55abb5ce4/c524513301e2f530506fa32ab8642849.dicom,images/34317eec7ecb8de8f9c71bb55abb5ce4/c524513301e2f530506fa32ab8642849.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/34317eec7ecb8de8f9c71bb55abb5ce4/c524513301e2f530506fa32ab8642849.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/34317eec7ecb8de8f9c71bb55abb5ce4/c524513301e2f530506fa32ab8642849.dicom,False,True,0,19742826,False,True,True
